id,first_name,middle_name,surname,full_name,alias,pages
"Gaddi, Taddeo",Taddeo,,Gaddi,Taddeo Gaddi,,129 177 178 179 180 181 182 183 184 185 186 217 218 221 222 57 58 81 88 89
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",Lorenzo,,Ghiberti,Lorenzo Ghiberti,"Lorenzo di Bartoluccio Ghiberti, Lorenzo di Cione Ghiberti",112 127 130 87
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,112 126 189
"Ghirlandajo, Ridolfo",Ridolfo,,Ghirlandajo,Ridolfo Ghirlandajo,,125
"Giottino, Tommaso (or Maso)",Tommaso,,Giottino,Tommaso Giottino,Maso,112 203 204 205 206 207 208
Giotto,Giotto,,,Giotto,,109 111 112 113 117 118 123 124 125 126 127 161 162 168 170 174 177 178 180 182 184 185 186 190 203 204 205 222 25 39 50 51 57 63 7 71 72 73 74 75 76 77 78 79 8 80 81 82 83 84 85 86 87 88 89 9 90 91 92 93 94 99
"Giovanni, Bruno di",Bruno,,di Giovanni,Bruno di Giovanni,,135 145 147 148 191
"Giovanni, Fra",Giovanni,,,Fra Giovanni,,59
Guglielmo,Guglielmo,,,Guglielmo,,15 31
Jacobello,Jacobello,,,Jacobello,,105
"Lanfrani, Jacopo",Jacopo,,Lanfrani,Jacopo Lanfrani,,104 105
"Lapo, Arnolfo di (Arnolfo Lapi)",Arnolfo,,di Lapo,Arnolfo di Lapo,Arnolfo Lapi,113 126 13 14 170 174 180 20 21 22 23 24 25 26 29 30 33 39 65 8
"Laurati, Pietro (Pietro Lorenzetti)",Pietro,,Laurati,Pietro Laurati,Pietro Lorenzetti,117 118 119 120 92
Lino,Lino,,,Lino,,43
Lippo,Lippo,,,Lippo,,208 48
"Lorenzetti, Ambrogio",Ambrogio,,Lorenzetti,Ambrogio Lorenzetti,,155 156 157
"Lorenzo, Agnolo di (Angelo di Lorentino)",Agnolo,,di Lorenzo,Agnolo di Lorenzo,Angelo di Lorentino,208
Maglione,Maglione,,,Maglione,,34
"Maiano, Benedetto da",Benedetto,,da Maiano,Benedetto da Maiano,,94
"Marco, Tommaso di",Tommaso,,di Marco,Tommaso di Marco,,197
Margaritone,Margaritone,,,Margaritone,,118 38 63 64 65 66 67
Mariotto,Mariotto,,,Mariotto,,198
"Memmi, Lippo",Lippo,,Memmi,Lippo Memmi,,172 173 174
"Memmi, Simone (Simone Martini, or Sanese)",Simone,,Memmi,Simone Memmi,"Simone Martini, Sanese",10 167 168 169 170 171 172 173 174 183 25 89 92
Michelino,Michelino,,,Michelino,,208
"Milano, Giovanni da",Giovanni,,da Milano,Giovanni da Milano,,182 183 185
"Milano, Michele da",Michele,,da Milano,Michele da Milano,,221
"Morelli, Giuliano di Niccolï¿½",Giuliano,,di Niccolï¿½ Morelli,Giuliano di Niccolï¿½ Morelli,,221
Neroccio,Neroccio,,,Neroccio,,172
"Orcagna, Andrea di Cione",Andrea,,di Cione Orcagna,Andrea di Cione Orcagna,,189 190 191 192 193 194 195 196 197 198 199
"Orcagna, Bernardo di Cione",Bernardo,,di Cione Orcagna,Bernardo di Cione Orcagna,,189 190 193 194 195 197
"Orcagna, Jacopo di Cione",Jacopo,,di Cione Orcagna,Jacopo di Cione Orcagna,,194 197 198
Paolo,Paolo,,,Paolo,,103
"Perugia, Piero da",Piero,,da Perugia,Piero da Perugia,,221
Pesarese,Pesarese,,,Pesarese,,105
Pheidias,Pheidias,,,Pheidias,,120
Pietro,Pietro,,,Pietro,,103
Pietro Paolo,Pietro,,Paolo,Pietro Paolo,,105
"Pisano, Andrea",Andrea,,Pisano,Andrea Pisano,,123 124 125 126 127 128 129 130 131 189
"Pisano, Giovanni",Giovanni,,Pisano,Giovanni Pisano,,220 29 35 36 37 38 39 40 41 42 43 44 76 97 98
"Pisano, Niccola",Niccola,,Pisano,Niccola Pisano,,29 30 31 32 33 34 35 36 37 40 41 43 44 76 97
"Pisano, Nino",Nino,,Pisano,Nino Pisano,,127 130 131
"Pisano, Tommaso",Tommaso,,Pisano,Tommaso Pisano,,130
"Pistoia, Giovanni da",Giovanni,,da Pistoia,Giovanni da Pistoia,,164
"Pollaiuolo, Antonio",Antonio,,Pollaiuolo,Antonio Pollaiuolo,,159
Polycletus,Polycletus,,,Polycletus,,167
Polygnotus,Polygnotus,,,Polygnotus,,80
"Ponte, Giovanni dal (Giovanni da Santo Stefano a Ponte)",Giovanni,,dal Ponte,Giovanni dal Ponte,Giovanni da Santo Stefano a Ponte,208 211 212 213
Praxiteles,Praxiteles,,,Praxiteles,,133
"Quercia, Jacopo della (Jacopo della Fonte)",Jacopo,,della Quercia,Jacopo della Quercia,Jacopo della Fonte,130
"San Gallo, Antonio da (the younger)",Antonio,,da San Gallo,Antonio da San Gallo,the younger,32
"Sanese, Ugolino (Ugolino da Siena)",Ugolino,,Sanese,Ugolino Sanese,Ugolino da Siena,113
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,86
"Ser Giovanni, Leonardo di",Leonardo,,di Ser Giovanni,Leonardo di Ser Giovanni,,104
Sollazzino,Sollazzino,,,Sollazzino,,193
"Spinello, Forzore di",Forzore,,di Spinello,Forzore di Spinello,,104
Stefano,Stefano,,,Stefano,,109 110 111 112 113 114 203 204 92
"Tafi, Andrea",Andrea,,Tafi,Andrea Tafi,,135 136 145 219 47 48 49 50 51 55 56 58
"Tafi, Antonio d' Andrea",Antonio,d' Andrea,Tafi,Antonio d' Andrea Tafi,,51
"Tedesco, Jacopo (Lapo)",Jacopo,,Tedesco,Jacopo Tedesco,Lapo,14 174 18 19 20 23 24 65
"Tossicani, Giovanni",Giovanni,,Tossicani,Giovanni Tossicani,,208
"Traini, Francesco",Francesco,,Traini,Francesco Traini,,198 199
"Turrita, Fra Jacopo da",Jacopo,,da Turrita,Fra Jacopo da Turrita,,49 50 56
"Urbino, Bramante da",Bramante,,da Urbino,Bramante da Urbino,,32
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,10 111 120 126 138 157 173 174 199 208 213 223 58 79 92 94
"Veronese, Stefano (Stefano da Zevio)",Stefano,,Veronese,Stefano Veronese,Stefano da Zevio,221
Vicino,Vicino,,,Vicino,,50 57 58
"Vinci, Leonardo da",Leonardo,,da Vinci,Leonardo da Vinci,,190
Zeuxis,Zeuxis,,,Zeuxis,,80
