"instance_id","rdf:type","rdf_type_2","rdfs:label","frbr:is part of","frbr:has embodiment","rdfs:seeAlso","start_page","vol","level"
"viewsari:the_lives_1568_volume-1_cimabue-bio","viewsari:biography","fabio:Expression","Life of Giovanni Cimabue","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","","1","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_cimabue-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni Cimabue (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_1","1","1","manifestation"
"viewsari:the_lives_1568_volume-1_arnolfo-di-lapo-bio","viewsari:biography","fabio:Expression","Life of Arnolfo di Lapo","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","","11","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_arnolfo-di-lapo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Arnolfo di Lapo (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_11","11","1","manifestation"
"viewsari:the_lives_1568_volume-1_niccola-giovanni-pisa-bio","viewsari:biography","fabio:Expression","Life of Niccola and Giovanni of Pisa","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","","27","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_niccola-giovanni-pisa-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Niccola and Giovanni of Pisa (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_27","27","1","manifestation"
"viewsari:the_lives_1568_volume-1_andrea-tafi-bio","viewsari:biography","fabio:Expression","Life of Andrea Tafi","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-tafi-bio","","45","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-tafi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Andrea Tafi (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_45","45","1","manifestation"
"viewsari:the_lives_1568_volume-1_gaddo-gaddi-bio","viewsari:biography","fabio:Expression","Life of Gaddo Gaddi","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_gaddo-gaddi-bio","","53","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_gaddo-gaddi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Gaddo Gaddi (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_53","53","1","manifestation"
"viewsari:the_lives_1568_volume-1_margaritone-bio","viewsari:biography","fabio:Expression","Life of Margaritone","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_margaritone-bio","","61","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_margaritone-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Margaritone (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_61","61","1","manifestation"
"viewsari:the_lives_1568_volume-1_giotto-bio","viewsari:biography","fabio:Expression","Life of Giotto","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giotto-bio","","69","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giotto-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giotto (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_69","69","1","manifestation"
"viewsari:the_lives_1568_volume-1_agostino-agnolo-siena-bio","viewsari:biography","fabio:Expression","Life of Agostino and Agnolo of Siena","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_agostino-agnolo-siena-bio","","95","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_agostino-agnolo-siena-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Agostino and Agnolo of Siena (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_95","95","1","manifestation"
"viewsari:the_lives_1568_volume-1_stefano-ugolino-sanese-bio","viewsari:biography","fabio:Expression","Life of Stefano and Ugolino Sanese","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_stefano-ugolino-sanese-bio","","107","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_stefano-ugolino-sanese-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Stefano and Ugolino Sanese (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_107","107","1","manifestation"
"viewsari:the_lives_1568_volume-1_pietro-laurati-bio","viewsari:biography","fabio:Expression","Life of Pietro Laurati","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_pietro-laurati-bio","","115","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_pietro-laurati-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Pietro Laurati (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_115","115","1","manifestation"
"viewsari:the_lives_1568_volume-1_andrea-pisano-bio","viewsari:biography","fabio:Expression","Life of Andrea Pisano","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-pisano-bio","","121","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-pisano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Andrea Pisano (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_121","121","1","manifestation"
"viewsari:the_lives_1568_volume-1_buffalmacco-bio","viewsari:biography","fabio:Expression","Life of Buonamico Buffalmacco","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_buffalmacco-bio","","133","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_buffalmacco-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Buonamico Buffalmacco (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_133","133","1","manifestation"
"viewsari:the_lives_1568_volume-1_ambrogio-lorenzetti-bio","viewsari:biography","fabio:Expression","Life of Ambrogio Lorenzetti","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_ambrogio-lorenzetti-bio","","153","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_ambrogio-lorenzetti-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Ambrogio Lorenzetti (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_153","153","1","manifestation"
"viewsari:the_lives_1568_volume-1_pietro-cavallini-bio","viewsari:biography","fabio:Expression","Life of Pietro Cavallini","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_pietro-cavallini-bio","","159","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_pietro-cavallini-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Pietro Cavallini (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_159","159","1","manifestation"
"viewsari:the_lives_1568_volume-1_simone-sanese-bio","viewsari:biography","fabio:Expression","Life of Simone Sanese","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_simone-sanese-bio","","165","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_simone-sanese-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Simone Sanese (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_165","165","1","manifestation"
"viewsari:the_lives_1568_volume-1_taddeo-gaddi-bio","viewsari:biography","fabio:Expression","Life of Taddeo Gaddi","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_taddeo-gaddi-bio","","175","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_taddeo-gaddi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Taddeo Gaddi (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_175","175","1","manifestation"
"viewsari:the_lives_1568_volume-1_andrea-orcagna-bio","viewsari:biography","fabio:Expression","Life of Andrea di Cione Orcagna","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-orcagna-bio","","187","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_andrea-orcagna-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Andrea di Cione Orcagna (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_187","187","1","manifestation"
"viewsari:the_lives_1568_volume-1_giottino-bio","viewsari:biography","fabio:Expression","Life of Tommaso Giottino","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giottino-bio","","201","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giottino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Tommaso Giottino (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_201","201","1","manifestation"
"viewsari:the_lives_1568_volume-1_giovanni-dal-ponte-bio","viewsari:biography","fabio:Expression","Life of Giovanni dal Ponte","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giovanni-dal-ponte-bio","","209","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_giovanni-dal-ponte-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giovanni dal Ponte (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_209","209","1","manifestation"
"viewsari:the_lives_1568_volume-1_agnolo-gaddi-bio","viewsari:biography","fabio:Expression","Life of Agnolo Gaddi","viewsari:the_lives_1568_volume-1","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_agnolo-gaddi-bio","","215","1","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-1_agnolo-gaddi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Agnolo Gaddi (Volume 1)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-1","","https://www.gutenberg.org/files/25326/25326-h/25326-h.htm#Page_215","215","1","manifestation"
"viewsari:the_lives_1568_volume-2_berna-bio","viewsari:biography","fabio:Expression","Life of Berna","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_berna-bio","","1","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_berna-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Berna (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_1","1","2","manifestation"
"viewsari:the_lives_1568_volume-2_duccio-bio","viewsari:biography","fabio:Expression","Life of Duccio","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_duccio-bio","","9","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_duccio-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Duccio (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_9","9","2","manifestation"
"viewsari:the_lives_1568_volume-2_antonio-viniziano-bio","viewsari:biography","fabio:Expression","Life of Antonio Viniziano","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_antonio-viniziano-bio","","17","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_antonio-viniziano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio Viniziano (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_17","17","2","manifestation"
"viewsari:the_lives_1568_volume-2_jacopo-casentino-bio","viewsari:biography","fabio:Expression","Life of Jacopo di Casentino","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_jacopo-casentino-bio","","23","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_jacopo-casentino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Jacopo di Casentino (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_23","23","2","manifestation"
"viewsari:the_lives_1568_volume-2_spinello-aretino-bio","viewsari:biography","fabio:Expression","Life of Spinello Aretino","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_spinello-aretino-bio","","27","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_spinello-aretino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Spinello Aretino (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_27","27","2","manifestation"
"viewsari:the_lives_1568_volume-2_starnina-bio","viewsari:biography","fabio:Expression","Life of Gherardo Starnina","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_starnina-bio","","43","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_starnina-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Gherardo Starnina (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_43","43","2","manifestation"
"viewsari:the_lives_1568_volume-2_lippo-bio","viewsari:biography","fabio:Expression","Life of Lippo","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_lippo-bio","","51","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_lippo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Lippo (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_51","51","2","manifestation"
"viewsari:the_lives_1568_volume-2_don-lorenzo-monaco-bio","viewsari:biography","fabio:Expression","Life of Don Lorenzo Monaco","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_don-lorenzo-monaco-bio","","55","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_don-lorenzo-monaco-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Don Lorenzo Monaco (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_55","55","2","manifestation"
"viewsari:the_lives_1568_volume-2_taddeo-bartoli-bio","viewsari:biography","fabio:Expression","Life of Taddeo Bartoli","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_taddeo-bartoli-bio","","63","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_taddeo-bartoli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Taddeo Bartoli (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_63","63","2","manifestation"
"viewsari:the_lives_1568_volume-2_lorenzo-di-bicci-bio","viewsari:biography","fabio:Expression","Life of Lorenzo di Bicci","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_lorenzo-di-bicci-bio","","69","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_lorenzo-di-bicci-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Lorenzo di Bicci (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_69","69","2","manifestation"
"viewsari:the_lives_1568_volume-2_brunelleschi-bio","viewsari:biography","fabio:Expression","Life of Brunelleschi","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_brunelleschi-bio","","77","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_brunelleschi-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Brunelleschi (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_77","77","2","manifestation"
"viewsari:the_lives_1568_volume-2_dello-bio","viewsari:biography","fabio:Expression","Life of Dello","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_dello-bio","","137","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_dello-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Dello (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_137","137","2","manifestation"
"viewsari:the_lives_1568_volume-2_nanni-di-banco-bio","viewsari:biography","fabio:Expression","Life of Nanni d'Antonio di Banco","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_nanni-di-banco-bio","","143","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_nanni-di-banco-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Nanni d'Antonio di Banco (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_143","143","2","manifestation"
"viewsari:the_lives_1568_volume-2_luca-della-robbia-bio","viewsari:biography","fabio:Expression","Life of Luca della Robbia","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_luca-della-robbia-bio","","151","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_luca-della-robbia-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Luca della Robbia (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_151","151","2","manifestation"
"viewsari:the_lives_1568_volume-2_paolo-uccello-bio","viewsari:biography","fabio:Expression","Life of Paolo Uccello","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_paolo-uccello-bio","","167","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_paolo-uccello-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Paolo Uccello (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_167","167","2","manifestation"
"viewsari:the_lives_1568_volume-2_ghiberti-bio","viewsari:biography","fabio:Expression","Life of Lorenzo Ghiberti","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_ghiberti-bio","","181","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_ghiberti-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Lorenzo Ghiberti (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_181","181","2","manifestation"
"viewsari:the_lives_1568_volume-2_masolino-bio","viewsari:biography","fabio:Expression","Life of Masolino da Panicale","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_masolino-bio","","213","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_masolino-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Masolino da Panicale (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_213","213","2","manifestation"
"viewsari:the_lives_1568_volume-2_parri-spinelli-bio","viewsari:biography","fabio:Expression","Life of Parri Spinelli","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_parri-spinelli-bio","","219","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_parri-spinelli-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Parri Spinelli (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_219","219","2","manifestation"
"viewsari:the_lives_1568_volume-2_masaccio-bio","viewsari:biography","fabio:Expression","Life of Masaccio","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_masaccio-bio","","225","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_masaccio-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Masaccio (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_225","225","2","manifestation"
"viewsari:the_lives_1568_volume-2_filippo-brunelleschi-second-bio","viewsari:biography","fabio:Expression","Life of Filippo Brunelleschi","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_filippo-brunelleschi-second-bio","","251","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_filippo-brunelleschi-second-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Filippo Brunelleschi (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_251","251","2","manifestation"
"viewsari:the_lives_1568_volume-2_donatello-bio","viewsari:biography","fabio:Expression","Life of Donatello","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_donatello-bio","","261","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_donatello-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Donatello (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_261","261","2","manifestation"
"viewsari:the_lives_1568_volume-2_michelozzo-bio","viewsari:biography","fabio:Expression","Life of Michelozzo Michelozzi","viewsari:the_lives_1568_volume-2","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_michelozzo-bio","","323","2","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-2_michelozzo-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Michelozzo Michelozzi (Volume 2)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-2","","https://www.gutenberg.org/files/25759/25759-h/25759-h.htm#Page_323","323","2","manifestation"
"viewsari:the_lives_1568_volume-3_filarete-simone-bio","viewsari:biography","fabio:Expression","Life of Antonio Filarete and Simone","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_filarete-simone-bio","","1","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_filarete-simone-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Antonio Filarete and Simone (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_1","1","3","manifestation"
"viewsari:the_lives_1568_volume-3_giuliano-da-maiano-bio","viewsari:biography","fabio:Expression","Life of Giuliano da Maiano","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_giuliano-da-maiano-bio","","15","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_giuliano-da-maiano-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Giuliano da Maiano (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_15","15","3","manifestation"
"viewsari:the_lives_1568_volume-3_piero-della-francesca-bio","viewsari:biography","fabio:Expression","Life of Piero della Francesca","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_piero-della-francesca-bio","","17","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_piero-della-francesca-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Piero della Francesca (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_17","17","3","manifestation"
"viewsari:the_lives_1568_volume-3_fra-angelico-bio","viewsari:biography","fabio:Expression","Life of Fra Giovanni da Fiesole (Fra Angelico)","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_fra-angelico-bio","","25","3","expression"
"viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_fra-angelico-bio","viewsari:biography web representation","fabio:WebPage","Gutenberg Web Version of Life of Fra Giovanni da Fiesole (Fra Angelico) (Volume 3)","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3","","https://www.gutenberg.org/files/26860/26860-h/26860-h.htm#Page_25","25","3","manifestation"
"viewsari:the_lives_1568_volume-3_alberti-bio","viewsari:biography","fabio:Expression","Life of Leon Battista Alberti","viewsari:the_lives_1568_volume-3","viewsari:the_lives_1568_gutenberg_web_version_of_volume-3_alberti-bio","","41","3","expression"
