id,first_name,middle_name,surname,full_name,alias,pages
"Botticelli, Sandro (Sandro di Botticello, or Alessandro Filipepi)",Sandro,,Botticelli,Sandro Botticelli,"Sandro di Botticello, Alessandro Filipepi",190
"Bresciano, Vincenzio (Vincenzio di Zoppa, or Foppa)",Vincenzio,,Bresciano,Vincenzio Bresciano,"Vincenzio di Zoppa, Foppa",271
"Brunelleschi, Filippo (Filippo di Ser Brunellesco)",Filippo,,Brunelleschi,Filippo Brunelleschi,Filippo di Ser Brunellesco,124 139 143 144 145 146 147 150 159 161 183 185 188 190 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 240 241 242 243 259 260 84 85 86 93 95
"Buffalmacco, Buonamico",Buonamico,,Buffalmacco,Buonamico Buffalmacco,,68
"Buggiano, Il",Il,,Buggiano,Il Buggiano,,235
"Bugiardini, Giuliano",Giuliano,,Bugiardini,Giuliano Bugiardini,,138
"Buonaiuti, Corsino",Corsino,,Buonaiuti,Corsino Buonaiuti,,26
"Buonarroti, Michelagnolo",Michelagnolo,,Buonarroti,Michelagnolo Buonarroti,,159 162 187 190 191 221 255 261
Calamis,Calamis,,,Calamis,,80
"Campagnola, Girolamo",Girolamo,,Campagnola,Girolamo Campagnola,,138
Canachus,Canachus,,,Canachus,,80
"Casentino, Jacopo di",Jacopo,,di Casentino,Jacopo di Casentino,,23 24 25 26 29 33 83
"Castagno, Andrea dal (Andrea degli Impiccati)",Andrea,,dal Castagno,Andrea dal Castagno,"Andrea degli Impiccati, Andrea del Sarto, Andrea d' Agnolo",190
"Cenni, Pasquino",Pasquino,,Cenni,Pasquino Cenni,,26
"Cimabue, Giovanni",Giovanni,,Cimabue,Giovanni Cimabue,,161 202 25 82
"Cini, Simone",Simone,,Cini,Simone Cini,,36
"Cinuzzi, Vanni",Vanni,,Cinuzzi,Vanni Cinuzzi,,26
"Colle, Simone da (Simone de' Bronzi)",Simone,,da Colle,Simone da Colle,Simone de' Bronzi,145 146 200
Cosmï¿½,Cosmï¿½,,,Cosmï¿½,,104
"Credi, Lorenzo di",Lorenzo,,di Credi,Lorenzo di Credi,,190
"Cremona, Geremia da",Geremia,,da Cremona,Geremia da Cremona,,236
Cristofano,Cristofano,,,Cristofano,,104
"Daddi, Bernardo",Bernardo,,Daddi,Bernardo Daddi,,25 26
"Dalmasi, Lippo",Lippo,,Dalmasi,Lippo Dalmasi,,51
Dello,Dello,,,Dello,,107 108 109 110 136
Donato (Donatello),Donato,,,Donato,Donatello,101 109 113 114 115 120 121 123 126 132 133 138 139 140 143 144 145 146 147 151 161 183 185 188 197 199 200 201 202 203 204 213 225 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 259 260 270 72 86 93 95
Duccio,Duccio,,,Duccio,,10 11 9
Erion,Erion,,,Erion,,80
"Fabriano, Gentile da",Gentile,,da Fabriano,Gentile da Fabriano,,187
"Fancelli, Luca",Luca,,Fancelli,Luca Fancelli,,227
"Filarete, Antonio",Antonio,,Filarete,Antonio Filarete,,159 270
"Fiorentino, Antonio",Antonio,,Fiorentino,Antonio Fiorentino,,236
"Fiorentino, Francesco",Francesco,,Fiorentino,Francesco Fiorentino,,58
"Fiorentino, Niccolï¿½",Niccolï¿½,,Fiorentino,Niccolï¿½ Fiorentino,,236
Franciabigio (Francia),Franciabigio,,,Franciabigio,Francia,190
"Fredi, Bartolo di Maestro",Bartolo,,di Fredi,Maestro Bartolo di Fredi,,61
"Gaddi, Agnolo",Agnolo,,Gaddi,Agnolo Gaddi,,15 25
"Gaddi, Taddeo",Taddeo,,Gaddi,Taddeo Gaddi,,199 23 240 56 83
"Galassi, Galasso (Galasso Ferrarese)",Galasso,,Galassi,Galasso Galassi,Galasso Ferrarese,104
"Gherardi, Consiglio",Consiglio,,Gherardi,Consiglio Gherardi,,26
"Ghiberti, Bartoluccio",Bartoluccio,,Ghiberti,Bartoluccio Ghiberti,,144 145 146 155 161 162
"Ghiberti, Bonaccorso",Bonaccorso,,Ghiberti,Bonaccorso Ghiberti,,160
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",Lorenzo,,Ghiberti,Lorenzo Ghiberti,"Lorenzo di Bartoluccio Ghiberti, Lorenzo di Cione Ghiberti",143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 165 171 183 200 201 204 213 214 215 216 217 218 234 4 86 9 95
"Ghiberti, Vittorio",Vittorio,,Ghiberti,Vittorio Ghiberti,,160 162
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,190
"Ghirlandajo, Ridolfo",Ridolfo,,Ghirlandajo,Ridolfo Ghirlandajo,,185 190
"Giorgio, Francesco di",Francesco,,di Giorgio,Francesco di Giorgio,,10 85
"Giottino, Tommaso (or Maso)",Tommaso,,Giottino,Tommaso Giottino,Maso,83
Giotto,Giotto,,,Giotto,,120 131 139 147 150 161 162 166 171 195 202 23 250 262 30 35 37 73 80 81 82 83 86
"Granacci, Francesco (Il Granaccio)",Francesco,,Granacci,Francesco Granacci,Il Granaccio,190
"Gucci, Lapo",Lapo,,Gucci,Lapo Gucci,,26
"Jacopo, Don",Jacopo,,,Don Jacopo,,57
"Lapo, Arnolfo di (Arnolfo Lapi)",Arnolfo,,di Lapo,Arnolfo di Lapo,Arnolfo Lapi,202 203 262 264 265 80
"Laurati, Pietro (Pietro Lorenzetti)",Pietro,,Laurati,Pietro Laurati,Pietro Lorenzetti,18
"Lippi, Filippo (Filippino)",Filippo,,Lippi,Filippo Lippi,Filippino,189 190
"Lippi, Fra Filippo",Filippo,,Lippi,Fra Filippo Lippi,,187 190
Lippo,Lippo,,,Lippo,,49 50 51 83
"Lorenzo, Bicci di",Bicci,,di Lorenzo,Bicci di Lorenzo,,72
"Lorenzo, Neri di",Neri,,di Lorenzo,Neri di Lorenzo,,72 73
"Lugano, Domenico dal Lago di",Domenico,,dal Lago di Lugano,Domenico dal Lago di Lugano,,236
"Luna, Francesco della",Francesco,,della Luna,Francesco della Luna,,223 232
"Mantegna, Andrea",Andrea,,Mantegna,Andrea Mantegna,,138
Masaccio,Masaccio,,,Masaccio,,133 183 184 185 186 187 188 189 190 191 198 86 87
Matteo (of Lucca),Matteo,,,Matteo,Matteo of Lucca,96 97
"Memmi, Simone (Simone Martini, or Sanese)",Simone,,Memmi,Simone Memmi,"Simone Martini, Sanese",16 37 83
Michelozzo Michelozzi,Michelozzo,,Michelozzi,Michelozzo Michelozzi,,241 259 260 261 262 263 264 265 266 267 268 269 270 271
"Milano, Giovanni da",Giovanni,,da Milano,Giovanni da Milano,,23
Moccio,Moccio,,,Moccio,,10 101 11 4
"Mona Papera, Bernardetto di",Bernardetto,,di Mona Papera,Bernardetto di Mona Papera,,248
"Monaco, Don Lorenzo (Don Lorenzo degli Angeli)",Lorenzo,,Monaco,Don Lorenzo Monaco,Don Lorenzo degli Angeli,171 55 56 57 58
"Montepulciano, Marco da",Marco,,da Montepulciano,Marco da Montepulciano,,179 72
Myron,Myron,,,Myron,,80
Nicomachus,Nicomachus,,,Nicomachus,,80
"Nunziata, Toto del",Toto,del,Nunziata,Toto del Nunziata,,190
"Orcagna, Andrea di Cione",Andrea,,di Cione Orcagna,Andrea di Cione Orcagna,,91
"Padova, Vellano da",Vellano,,da Padova,Vellano da Padova,,253
"Panicale, Masolino da",Masolino,,da Panicale,Masolino da Panicale,,159 165 166 167 171 185 187 188 189 46
"Partigiani, Pagno di Lapo",Pagno,,di Lapo Partigiani,Pagno di Lapo Partigiani,,269 270
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",Pietro,,Perugino,Pietro Perugino,"Pietro Vannucci, Pietro da Castel della Pieve",190
"Piero, Alvaro di",Alvaro,,di Piero,Alvaro di Piero,,64
"Pisanello, Vittore or Antonio",Vittore,or Antonio,Pisanello,Vittore or Antonio Pisanello,,187
"Pisano, Andrea",Andrea,,Pisano,Andrea Pisano,,120 145 147 154 160 200 50 81 83 91 93
"Pisano, Niccola",Niccola,,Pisano,Niccola Pisano,,97
"Pisano, Nino",Nino,,Pisano,Nino Pisano,,81 83
Polycletus,Polycletus,,,Polycletus,,160 80
"Pontormo, Jacopo da (Jacopo Carrucci)",Jacopo,,da Pontormo,Jacopo da Pontormo,Jacopo Carrucci,190
Protogenes,Protogenes,,,Protogenes,,80
"Pucci, Domenico",Domenico,,Pucci,Domenico Pucci,,26
"Quercia, Jacopo della (Jacopo della Fonte)",Jacopo,,della Quercia,Jacopo della Quercia,Jacopo della Fonte,145 146 151 200 86 87 91 92 93 94 95 96 97
"Robbia, Agostino della",Agostino,,della Robbia,Agostino della Robbia,,123 124 125
"Robbia, Andrea della",Andrea,,della Robbia,Andrea della Robbia,,125 126 127 175
"Robbia, Giovanni della",Giovanni,,della Robbia,Giovanni della Robbia,,126
"Robbia, Girolamo della",Girolamo,,della Robbia,Girolamo della Robbia,,126 127
"Robbia, Luca della",Luca,,della Robbia,Luca della Robbia,,119 120 121 122 123 124 125 126 127 128 175 213
"Robbia, Luca della (the younger)",Luca,,della Robbia,Luca della Robbia,the younger,126 127
"Robbia, Ottaviano della",Ottaviano,,della Robbia,Ottaviano della Robbia,,123 124 125
"Rossellino, Antonio (Rossellino dal Proconsolo)",Antonio,,Rossellino,Antonio Rossellino,Rossellino dal Proconsolo,253
"Rosso, Il (Giovan Battista de' Rossi)",Il,,Rosso,Il Rosso,Giovan Battista de' Rossi,190
"San Marco, Fra Bartolommeo di (Baccio della Porta)",Bartolommeo,,di San Marco,Fra Bartolommeo di San Marco,Baccio della Porta,190 249
"Sanese, Ugolino (Ugolino da Siena)",Ugolino,,Sanese,Ugolino Sanese,Ugolino da Siena,62
"Sansovino, Jacopo (Jacopo Tatti)",Jacopo,,Sansovino,Jacopo Sansovino,Jacopo Tatti,127
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,126 190
"Saracini, Gabriello",Gabriello,,Saracini,Gabriello Saracini,,36
"Schiavo, Paolo",Paolo,,Schiavo,Paolo Schiavo,,166
"Ser Giovanni, Leonardo di",Leonardo,,di Ser Giovanni,Leonardo di Ser Giovanni,,119
"Settignano, Desiderio da",Desiderio,,da Settignano,Desiderio da Settignano,,253
"Silvestro, Don",Silvestro,,,Don Silvestro,,57
Simone,Simone,,,Simone,,104
Simone (brother of Donatello),Simone,,,Simone,brother of Donatello,251
Simone (pupil of Filippo Brunelleschi),Simone,,,Simone,pupil of Filippo Brunelleschi,236
"Spagnuolo, Alonzo (Alonzo Berughetta)",Alonzo,,Spagnuolo,Alonzo Spagnuolo,Alonzo Berughetta,190
"Spinelli, Parri",Parri,,Spinelli,Parri Spinelli,,125 159 171 172 173 174 175 176 177 178 179 36 39 83
"Spinello, Forzore di",Forzore,,di Spinello,Forzore di Spinello,,177 39
"Starnina, Gherardo",Gherardo,,Starnina,Gherardo Starnina,,165 20 43 44 45 46 58 83
Stefano,Stefano,,,Stefano,,83
Timanthes,Timanthes,,,Timanthes,,80
"Tomï¿½, Luca di",Luca,,di Tomï¿½,Luca di Tomï¿½,,5
"Uccello, Paolo",Paolo,,Uccello,Paolo Uccello,,110 131 132 133 134 135 136 137 138 139 140 159 183 184 20 253
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Perino,del,Vaga,Perino del Vaga,"Perino Buonaccorsi, de' Ceri",190
"Valdambrina, Francesco di",Francesco,,di Valdambrina,Francesco di Valdambrina,,145 146 200
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,104 109 110 128 135 139 162 178 179 20 227 253 26 39 46 5 51 58 64 96
"Vecchietto, Lorenzo",Lorenzo,,Vecchietto,Lorenzo Vecchietto,,151
"Verrocchio, Andrea",Andrea,,Verrocchio,Andrea Verrocchio,,190 243 248
"Verzelli, Antonio da",Antonio,,da Verzelli,Antonio da Verzelli,,218
"Viniziano, Antonio",Antonio,,Viniziano,Antonio Viniziano,,15 16 17 18 19 20 37 43 83
"Vite, Antonio",Antonio,,Vite,Antonio Vite,,45 58
