id,first_name,middle_name,surname,full_name,alias,pages
"Dï¿½rer, Albrecht",Albrecht,,Dï¿½rer,Albrecht Dï¿½rer,,163 246 265 271
"Eyck, Hubert van",Hubert,van,Eyck,Hubert van Eyck,,265
"Eyck, Jan van (Johann of Bruges)",Jan,van,Eyck,Jan van Eyck,Johann of Bruges,265 266
"Fabbro, Pippo del",Pippo,del,Fabbro,Pippo del Fabbro,,192
"Faenza, Jacopone da",Jacopone,,da Faenza,Jacopone da Faenza,,154
"Fallaro, Jacopo",Jacopo,,Fallaro,Jacopo Fallaro,", Jacopo Tintoretto, Jacopo Robusti",214
"Farinato, Battista (Battista da Verona)",Battista,,Farinato,Battista Farinato,Battista da Verona,214
"Fiammeri, Battista di Benedetto",Battista,,di Benedetto Fiammeri,Battista di Benedetto Fiammeri,,126
"Fiammingo, Giorgio",Giorgio,,Fiammingo,Giorgio Fiammingo,,269
"Fiesole, Simone da",Simone,,da Fiesole,Simone da Fiesole,,15 16
"Floris, Cornelis",Cornelis,,Floris,Cornelis Floris,,269
"Floris, Franz (Franz de Vrient)",Franz,,Floris,Franz Floris,Franz de Vrient,267 268 269 270
"Fontana, Prospero",Prospero,,Fontana,Prospero Fontana,,147 148 150 151 152
"Forlï¿½, Livio da (Livio Agresti)",Livio,,da Forlï¿½,Livio da Forlï¿½,Livio Agresti,155
"Francia, Francesco",Francesco,,Francia,Francesco Francia,,26 27
"Francia, Piero",Piero,,Francia,Piero Francia,,130
Franciabigio (Francia),Franciabigio,,,Franciabigio,Francia,20
"Franco, Battista (Battista Semolei)",Battista,,Franco,Battista Franco,Battista Semolei,199 205 217
"Franzese, Giovanni",Giovanni,,Franzese,Giovanni Franzese,,88
"Gaddi, Taddeo",Taddeo,,Gaddi,Taddeo Gaddi,,133
"Galeotto, Pietro Paolo",Pietro,Paolo,Galeotto,Pietro Paolo Galeotto,,233
"Galle, Philip",Philip,,Galle,Philip Galle,,270
"Garofalo, Benvenuto (Benvenuto Tisi)",Benvenuto,,Garofalo,Benvenuto Garofalo,Benvenuto Tisi,202
Gerard,Gerard,,,Gerard,,268
"Ghent, Justus of",Justus of,,Ghent,Justus of Ghent,,265
"Gherardi, Cristofano (Doceno)",Cristofano,,Gherardi,Cristofano Gherardi,Doceno,261
Gherardo (of Florence),Gherardo,,,Gherardo,Gherardo of Florence,182
"Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti)",Lorenzo,,Ghiberti,Lorenzo Ghiberti,"Lorenzo di Bartoluccio Ghiberti, Lorenzo di Cione Ghiberti",114
"Ghirlandajo, David",David,,Ghirlandajo,David Ghirlandajo,,182 5 6
"Ghirlandajo, Domenico",Domenico,,Ghirlandajo,Domenico Ghirlandajo,,182 5 6 7 8 9
"Ghirlandajo, Michele di Ridolfo",Michele,,di Ridolfo Ghirlandajo,Michele di Ridolfo Ghirlandajo,,130
"Ghirlandajo, Ridolfo",Ridolfo,,Ghirlandajo,Ridolfo Ghirlandajo,,20
Giotto,Giotto,,,Giotto,,119 133 182 3
Giovanni (of Vicenza),Giovanni,,,Giovanni,Giovanni of Vicenza,211
"Gossart, Jean",Jean,,Gossart,Jean Gossart,,267
"Granacci, Francesco (Il Granaccio)",Francesco,,Granacci,Francesco Granacci,Il Granaccio,20 29 30 5 6 8
"Grimmer, Jakob",Jakob,,Grimmer,Jakob Grimmer,,268
"Guerrini, Rocco",Rocco,,Guerrini,Rocco Guerrini,,242
"Haarlem, Dirk of",Dirk of,,Haarlem,Dirk of Haarlem,", Dirk of Louvain",266
"Haeck, Jan",Jan,,Haeck,Jan Haeck,,269
"Heemskerk, Martin",Martin,,Heemskerk,Martin Heemskerk,,266
"Hemessen, Catharina van",Catharina,van,Hemessen,Catharina van Hemessen,,269
"Hemessen, Jan van",Jan,van,Hemessen,Jan van Hemessen,,266 269
"Horebout, Lucas",Lucas,,Horebout,Lucas Horebout,,268
"Horebout, Susanna",Susanna,,Horebout,Susanna Horebout,,268 269
"Indaco, Jacopo dell'",Jacopo,dell',Indaco,Jacopo dell' Indaco,,29 30
"Janszoon, Joost",Joost,,Janszoon,Joost Janszoon,,269
"Keur, Willem",Willem,,Keur,Willem Keur,,269
"Key, Willem",Willem,,Key,Willem Key,,267 268 270
"Koeck, Pieter",Pieter,,Koeck,Pieter Koeck,,267
"Lamberto, Federigo di (Federigo Fiammingo, or Del Padovano)",Federigo,,di Lamberto,Federigo di Lamberto,"Federigo Fiammingo, Del Padovano",127 268
"Lampsonius, Domenicus",Domenicus,,Lampsonius,Domenicus Lampsonius,,268 270 271
"Lancia, Luca",Luca,,Lancia,Luca Lancia,,223
"Lapo, Arnolfo di (Arnolfo Lapi)",Arnolfo,,di Lapo,Arnolfo di Lapo,Arnolfo Lapi,194
"Lastricati, Zanobi",Zanobi,,Lastricati,Zanobi Lastricati,,125 132
"Leyden, Lucas van (Lucas of Holland)",Lucas,van,Leyden,Lucas van Leyden,Lucas of Holland,265 270
"Licinio, Giovanni Antonio (Cuticello, or Pordenone)",Giovanni,Antonio,Licinio,Giovanni Antonio Licinio,"Cuticello, Pordenone",160 167 168
"Ligorio, Pirro",Pirro,,Ligorio,Pirro Ligorio,,102 84 94 95
"Lioni, Pompeo",Pompeo,,Lioni,Pompeo Lioni,,232 233
"Lippi, Fra Filippo",Filippo,,Lippi,Fra Filippo Lippi,,119 133
Lodovico (of Florence),Lodovico,,,Lodovico,Lodovico of Florence,262
"Lombard, Lambert (Lambert of Amsterdam)",Lambert,,Lombard,Lambert Lombard,Lambert of Amsterdam,266 267 268 270
"Lombardi, Alfonso",Alfonso,,Lombardi,Alfonso Lombardi,,167
"Lombardo, Girolamo (Girolamo Ferrarese)",Girolamo,,Lombardo,Girolamo Lombardo,Girolamo Ferrarese,202 223
"Longhi, Barbara de'",Barbara,de',Longhi,Barbara de' Longhi,,155
"Longhi, Luca de'",Luca,de',Longhi,Luca de' Longhi,,154 155
"Lorenzi, Antonio di Gino",Antonio,,di Gino Lorenzi,Antonio di Gino Lorenzi,,131
"Lorenzi, Battista (Battista del Cavaliere)",Battista,,Lorenzi,Battista Lorenzi,Battista del Cavaliere,131 140 141
"Lotti, Lorenzetto (Lorenzo)",Lorenzetto,,Lotti,Lorenzetto Lotti,Lorenzo,20 239
"Louvain, Johann of",Johann of,,Louvain,Johann of Louvain,,266
"Louvain, Louis of",Louis of,,Louvain,Louis of Louvain,,265
"Louvain, Quentin of",Quentin of,,Louvain,Quentin of Louvain,,266
"Lugano, Tommaso da",Tommaso,,da Lugano,Tommaso da Lugano,,206
"Macchietti, Girolamo (Girolamo del Crocifissaio)",Girolamo,,Macchietti,Girolamo Macchietti,Girolamo del Crocifissaio,126
"Manemaker, Matthaeus",Matthaeus,,Manemaker,Matthaeus Manemaker,,269
"Mantegna, Andrea",Andrea,,Mantegna,Andrea Mantegna,,211
"Manzuoli, Maso (Tommaso da San Friano)",Maso,,Manzuoli,Maso Manzuoli,Tommaso da San Friano,137
"Marchetti, Marco (Marco da Faenza)",Marco,,Marchetti,Marco Marchetti,Marco da Faenza,155 156
Marinus (of Zierickzee),Marinus,,,Marinus,Marinus of Zierickzee,268
Masaccio,Masaccio,,,Masaccio,,10 133
Maturino,Maturino,,,Maturino,,20
"Memling, Hans (Ausse)",Hans,,Memling,Hans Memling,Ausse,265
Menighella,Menighella,,,Menighella,,114
"Milanese, Leonardo",Leonardo,,Milanese,Leonardo Milanese,,238
"Minga, Andrea del",Andrea,del,Minga,Andrea del Minga,,131
"Mini, Antonio",Antonio,,Mini,Antonio Mini,,107 109 47 48 49 50 51 69 81
"Minio, Tiziano (Tiziano da Padova)",Tiziano,,Minio,Tiziano Minio,Tiziano da Padova,203 223
"Miruoli, Girolamo",Girolamo,,Miruoli,Girolamo Miruoli,,156
"Montagna, Bartolommeo",Bartolommeo,,Montagna,Bartolommeo Montagna,,211
"Montelupo, Baccio da",Baccio,,da Montelupo,Baccio da Montelupo,,188 190 239 55
"Montelupo, Raffaello da",Raffaello,,da Montelupo,Raffaello da Montelupo,,239 51 55 69
"Montorsoli, Fra Giovanni Agnolo",Giovanni,Agnolo,Montorsoli,Fra Giovanni Agnolo Montorsoli,,117 133 51
"Moor, Antonius",Antonius,,Moor,Antonius Moor,,268
"Mosca, Simone",Simone,,Mosca,Simone Mosca,,69
"Mostaert, Franz",Franz,,Mostaert,Franz Mostaert,,266 267 268
"Mostaert, Gilis",Gilis,,Mostaert,Gilis Mostaert,,268
"Mynsheere, Jan de",Jan,de,Mynsheere,Jan de Mynsheere,,269
"Naldini, Battista",Battista,,Naldini,Battista Naldini,,134
"Nebbia, Cesare del",Cesare,del,Nebbia,Cesare del Nebbia,,261
"Noort, Arthus van",Arthus,van,Noort,Arthus van Noort,,269
"Noort, Lambert van",Lambert,van,Noort,Lambert van Noort,,268
"Oja, Sebastian van",Sebastian,van,Oja,Sebastian van Oja,,269
"Palladio, Andrea",Andrea,,Palladio,Andrea Palladio,,211 212 213 214
"Palma, Jacopo (Palma Vecchio)",Jacopo,,Palma,Jacopo Palma,Palma Vecchio,160
"Paludanus, Heinrich (Arrigo)",Heinrich,,Paludanus,Heinrich Paludanus,Arrigo,269
"Paludanus, Willem",Willem,,Paludanus,Willem Paludanus,,269
Parrhasius,Parrhasius,,,Parrhasius,,133
"Passerotto, Bartolommeo",Bartolommeo,,Passerotto,Bartolommeo Passerotto,,156
"Patinier, Joachim",Joachim,,Patinier,Joachim Patinier,,266
"Pellegrini, Pellegrino (Pellegrino da Bologna, or Tibaldi)",Pellegrino,,Pellegrini,Pellegrino Pellegrini,"Pellegrino da Bologna, Tibaldi",151 152 153 154 258
"Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve)",Pietro,,Perugino,Pietro Perugino,"Pietro Vannucci, Pietro da Castel della Pieve",189
"Peruzzi, Baldassarre (Baldassarre da Siena)",Baldassarre,,Peruzzi,Baldassarre Peruzzi,Baldassarre da Siena,196 65
"Peruzzi, Salustio",Salustio,,Peruzzi,Salustio Peruzzi,,82
"Pieri, Stefano",Stefano,,Pieri,Stefano Pieri,,137
Piloto,Piloto,,,Piloto,,42 43 47 48
"Pinturicchio, Bernardino",Bernardino,,Pinturicchio,Bernardino Pinturicchio,,190
"Piombo, Fra Sebastiano Viniziano del (Sebastiano Luciani)",Sebastiano,Viniziano del,Piombo,Fra Sebastiano Viniziano del Piombo,Sebastiano Luciani,106 109 111 162 235 68
"Pironi, Girolamo",Girolamo,,Pironi,Girolamo Pironi,,211
"Pisano, Giovanni",Giovanni,,Pisano,Giovanni Pisano,,11
"Pisbolica, Jacopo",Jacopo,,Pisbolica,Jacopo Pisbolica,,214 215
"Poggini, Domenico",Domenico,,Poggini,Domenico Poggini,,131
"Poggini, Giovan Paolo",Giovan,Paolo,Poggini,Giovan Paolo Poggini,,232 233
Polidoro (of Perugia),Polidoro,,,Polidoro,Polidoro of Perugia,234
"Pomarancie, Niccolï¿½ dalle",Niccolï¿½,,dalle Pomarancie,Niccolï¿½ dalle Pomarancie,,261
"Pontormo, Jacopo da (Jacopo Carrucci)",Jacopo,,da Pontormo,Jacopo da Pontormo,Jacopo Carrucci,107 110 133 134 20
"Ponzio, Paolo",Paolo,,Ponzio,Paolo Ponzio,,149
"Porta, Fra Guglielmo della (Guglielmo Milanese)",Guglielmo,,della Porta,Fra Guglielmo della Porta,Guglielmo Milanese,234 235 236 237 238 68 69
"Porta, Giovan Jacomo della",Giovan,Jacomo,della Porta,Giovan Jacomo della Porta,,234 235
"Porta, Giuseppe (Giuseppe del Salviati)",Giuseppe,,Porta,Giuseppe Porta,Giuseppe del Salviati,214
"Porta, Tommaso",Tommaso,,Porta,Tommaso Porta,,238
"Pourbus, Pieter",Pieter,,Pourbus,Pieter Pourbus,,268
"Primaticcio, Francesco, Description of Works",Francesco,,Primaticcio,Francesco Primaticcio,,145 146 147 148 149 150 151 156
"Ricciarelli, Daniello (Daniello da Volterra)",Daniello,,Ricciarelli,Daniello Ricciarelli,Daniello da Volterra,100 101 103 107 121 122 95
"Robyn, Joris",Joris,,Robyn,Joris Robyn,,270
"Romano, Giulio (Giulio Pippi de' Giannuzzi)",Giulio,,Romano,Giulio Romano,Giulio Pippi de' Giannuzzi,146 168 245 257 258
"Rosa, Cristofano",Cristofano,,Rosa,Cristofano Rosa,,177
"Rosa, Stefano",Stefano,,Rosa,Stefano Rosa,,177
"Rosso, Il (Giovan Battista de' Rossi)",Il,,Rosso,Il Rosso,Giovan Battista de' Rossi,107 146 147 20
"Rosso, Lodovico",Lodovico,,Rosso,Lodovico Rosso,,182
"Rovezzano, Benedetto da",Benedetto,,da Rovezzano,Benedetto da Rovezzano,,191
"Sabatini, Lorenzo",Lorenzo,,Sabatini,Lorenzo Sabatini,,151
"Salincorno, Mirabello di (Mirabello Cavalori)",Mirabello,,di Salincorno,Mirabello di Salincorno,Mirabello Cavalori,126
"Salviati, Francesco (Francesco de' Rossi)",Francesco,,Salviati,Francesco Salviati,Francesco de' Rossi,133
"Salï¿½, Pietro da",Pietro,,da Salï¿½,Pietro da Salï¿½,,204 223
"Sammacchini, Orazio (Orazio da Bologna)",Orazio,,Sammacchini,Orazio Sammacchini,Orazio da Bologna,154
"San Gallo, Antonio da (the elder)",Antonio,,da San Gallo,Antonio da San Gallo,the elder,16 40 41
"San Gallo, Antonio da (the younger)",Antonio,,da San Gallo,Antonio da San Gallo,the younger,196 197 224 239 61 62 63 64 65 66 67
"San Gallo, Aristotile (Bastiano) da",Aristotile,,da San Gallo,Aristotile da San Gallo,Bastiano,20 29 30
"San Gallo, Giuliano da",Giuliano,,da San Gallo,Giuliano da San Gallo,,16 188 189 29 30
"Sandro, Jacopo di",Jacopo,,di Sandro,Jacopo di Sandro,,29 30
"Sansovino, Jacopo (Jacopo Tatti)",Jacopo,,Sansovino,Jacopo Sansovino,Jacopo Tatti,107 145 166 170 187 188 189 190 191 192 193 194 195 196 197 198 199 20 200 201 202 203 204 206 207 208 210 215 216 217 218 219 220 221 222 223 224 225 40 41
"Sanzio, Raffaello (Raffaello da Urbino)",Raffaello,,Sanzio,Raffaello Sanzio,Raffaello da Urbino,162 165 170 189 194 196 20 267 27 28 30 31 40 41 65
"Sarto, Andrea del (Andrea d' Agnolo)",Andrea,del,Sarto,Andrea del Sarto,Andrea d' Agnolo,188 193 194 20 43
"Schongauer, Martin (Martino)",Martin,,Schongauer,Martin Schongauer,Martino,265 7
"Sciorini, Lorenzo (Lorenzo della Sciorina)",Lorenzo,,Sciorini,Lorenzo Sciorini,Lorenzo della Sciorina,128
"Scorel, Jan",Jan,,Scorel,Jan Scorel,,266
"Seghers, Anna",Anna,,Seghers,Anna Seghers,,269
"Serlio, Sebastiano",Sebastiano,,Serlio,Sebastiano Serlio,,196 267 271
"Settignano, Scherano da (Alessandro)",Scherano,,da Settignano,Scherano da Settignano,Alessandro,55
"Settignano, Solosmeo da (Antonio di Giovanni)",Solosmeo,,da Settignano,Solosmeo da Settignano,Antonio di Giovanni,202 223
"Siciolante, Girolamo (Girolamo da Sermoneta)",Girolamo,,Siciolante,Girolamo Siciolante,Girolamo da Sermoneta,152 257 258 259
"Signorelli, Luca (Luca da Cortona)",Luca,,Signorelli,Luca Signorelli,Luca da Cortona,190
"Skeysers, Clara",Clara,,Skeysers,Clara Skeysers,,269
"Solari, Cristofano (Cristofano Gobbo)",Cristofano,,Solari,Cristofano Solari,Cristofano Gobbo,14 234
"Spagnuolo, Alonzo (Alonzo Berughetta)",Alonzo,,Spagnuolo,Alonzo Spagnuolo,Alonzo Berughetta,189 20
"Speranza, Giovanni",Giovanni,,Speranza,Giovanni Speranza,,211
"Spilimbergo, Irene di",Irene,,di Spilimbergo,Irene di Spilimbergo,,175
"Staren, Dirk van",Dirk,van,Staren,Dirk van Staren,,269
"Straet, Jan van der (Giovanni Strada)",Jan,van der,Straet,Jan van der Straet,Giovanni Strada,134 135 267
"Suavius, Lambert (Lamberto Suave, or Lambert Zutmann)",Lambert,,Suavius,Lambert Suavius,"Lamberto Suave, Lambert Zutmann",269 270
"Tadda, Francesco del (Francesco Ferrucci)",Francesco,del,Tadda,Francesco del Tadda,Francesco Ferrucci,97
"Tedesco, Guglielmo",Guglielmo,,Tedesco,Guglielmo Tedesco,,237
"Titi, Santi",Santi,,Titi,Santi Titi,,135
Topolino,Topolino,,,Topolino,,114 115
Torrigiano,Torrigiano,,,Torrigiano,,10 116 8
Tribolo (Niccolï¿½),Tribolo,,,Tribolo,Niccolï¿½,20 202 223 51 77 78
"Uccello, Paolo",Paolo,,Uccello,Paolo Uccello,,133
"Udine, Giovanni da (Giovanni Nanni, or de' Ricamatori)",Giovanni,,da Udine,Giovanni da Udine,"Giovanni Nanni, de' Ricamatori",42 51
"Unghero, Nanni",Nanni,,Unghero,Nanni Unghero,,188
"Urbano, Pietro",Pietro,,Urbano,Pietro Urbano,,107 44
"Urbino, Bramante da",Bramante,,da Urbino,Bramante da Urbino,,188 189 190 27 28 29 31 65 71
"Vaga, Perino del (Perino Buonaccorsi, or de' Ceri)",Perino,del,Vaga,Perino del Vaga,"Perino Buonaccorsi, de' Ceri",151 20 234 257 259 61
"Vasari, Giorgio",Giorgio,,Vasari,Giorgio Vasari,,104 149 152 156 16 238 251 258 259 6
"Vecelli, Orazio",Orazio,,Vecelli,Orazio Vecelli,,171
"Vecelli, Tiziano (Tiziano da Cadore)",Tiziano,,Vecelli,Tiziano Vecelli,Tiziano da Cadore,145 153 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 182 183 201 202 247 252 48
"Vellaert, Dierick Jacobsz",Dierick,Jacobsz,Vellaert,Dierick Jacobsz Vellaert,,269
"Venusti, Marcello (Marcello Mantovano)",Marcello,,Venusti,Marcello Venusti,Marcello Mantovano,106 259 260
"Verbo (Verlo), Francesco",Francesco,,Verbo,Francesco Verbo,Verlo,211
"Verdezotti, Gian Maria",Gian,Maria,Verdezotti,Gian Maria Verdezotti,,178
"Vinci, Leonardo da",Leonardo,,da Vinci,Leonardo da Vinci,,15 19 234
"Viniziano, Fabrizio",Fabrizio,,Viniziano,Fabrizio Viniziano,,215
Vitruvius,Vitruvius,,,Vitruvius,,113 190 213 218 44
"Vittoria, Alessandro",Alessandro,,Vittoria,Alessandro Vittoria,,204 205 206 223
"Volkaerts, Dirk",Dirk,,Volkaerts,Dirk Volkaerts,,270
"Volterra, Zaccaria da (Zaccaria Zacchi)",Zaccaria,,da Volterra,Zaccaria da Volterra,Zaccaria Zacchi,189 190
