"instance_id","rdf:type","rdfs:label","viewsari:involves","viewsari:involves_2","prov:wasGeneratedBy"
"viewsari:cooccurrence_maz-ric_1","viewsari:cooccurrence","Co-occurrence of Mazzoni, Giulio and Ricciarelli, Daniello (Daniello da Volterra), Vol. 8, Para. 263","viewsari:mazzoni-giulio","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_zuc-zuc_1","viewsari:cooccurrence","Co-occurrence of Zucchero, Ottaviano and Zucchero, Taddeo, Vol. 8, Para. 265","viewsari:zucchero-ottaviano","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-zuc_1","viewsari:cooccurrence","Co-occurrence of Sant' Agnolo, Francesco and Zucchero, Ottaviano, Vol. 8, Para. 265","viewsari:sant-agnolo-francesco","viewsari:zucchero-ottaviano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-zuc_1","viewsari:cooccurrence","Co-occurrence of Sant' Agnolo, Francesco and Zucchero, Taddeo, Vol. 8, Para. 265","viewsari:sant-agnolo-francesco","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_por-zuc_1","viewsari:cooccurrence","Co-occurrence of Porri, Daniello (Daniello da Parma) and Zucchero, Taddeo, Vol. 8, Para. 268","viewsari:porri-daniello-daniello-da-parma","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cor-zuc_1","viewsari:cooccurrence","Co-occurrence of Correggio, Antonio da and Zucchero, Taddeo, Vol. 8, Para. 268","viewsari:correggio-antonio-da","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cor-por_1","viewsari:cooccurrence","Co-occurrence of Correggio, Antonio da and Porri, Daniello (Daniello da Parma), Vol. 8, Para. 268","viewsari:correggio-antonio-da","viewsari:porri-daniello-daniello-da-parma","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_maz-zuc_1","viewsari:cooccurrence","Co-occurrence of Mazzuoli, Francesco (Parmigiano) and Zucchero, Taddeo, Vol. 8, Para. 269","viewsari:mazzuoli-francesco-parmigiano","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-zuc_2","viewsari:cooccurrence","Co-occurrence of Sant' Agnolo, Francesco and Zucchero, Taddeo, Vol. 8, Para. 269","viewsari:sant-agnolo-francesco","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_zuc-zuc_1","viewsari:cooccurrence","Co-occurrence of Zucchero, Federigo and Zucchero, Taddeo, Vol. 8, Para. 297","viewsari:zucchero-federigo","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fon-zuc_1","viewsari:cooccurrence","Co-occurrence of Fontana, Prospero and Zucchero, Taddeo, Vol. 8, Para. 291","viewsari:fontana-prospero","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-zuc_1","viewsari:cooccurrence","Co-occurrence of Salviati, Francesco (Francesco de' Rossi) and Zucchero, Taddeo, Vol. 8, Para. 307","viewsari:salviati-francesco-francesco-de-rossi","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pal-zuc_1","viewsari:cooccurrence","Co-occurrence of Palladio, Andrea and Zucchero, Federigo, Vol. 8, Para. 310","viewsari:palladio-andrea","viewsari:zucchero-federigo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pal-zuc_1","viewsari:cooccurrence","Co-occurrence of Palladio, Andrea and Zucchero, Taddeo, Vol. 8, Para. 310","viewsari:palladio-andrea","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-zuc_1","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Zucchero, Taddeo, Vol. 8, Para. 314","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:zucchero-taddeo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-zuc_1","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Zucchero, Federigo, Vol. 8, Para. 314","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:zucchero-federigo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bar-pri_1","viewsari:cooccurrence","Co-occurrence of Barozzi, Jacopo (Vignuola) and Primaticcio, Francesco, Description of Works, Vol. 8, Para. 315","viewsari:barozzi-jacopo-vignuola","viewsari:primaticcio-francesco-description-of-works","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-gra_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Granacci, Francesco (Il Granaccio), Vol. 9, Para. 3","viewsari:buonarroti-michelagnolo","viewsari:granacci-francesco-il-granaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ghi-gra_2","viewsari:cooccurrence","Co-occurrence of Ghirlandajo, Domenico and Granacci, Francesco (Il Granaccio), Vol. 9, Para. 3","viewsari:ghirlandajo-domenico","viewsari:granacci-francesco-il-granaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ghi_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ghirlandajo, Domenico, Vol. 9, Para. 4","viewsari:buonarroti-michelagnolo","viewsari:ghirlandajo-domenico","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ber-don_1","viewsari:cooccurrence","Co-occurrence of Bertoldo and Donato (Donatello), Vol. 9, Para. 6","viewsari:bertoldo","viewsari:donato-donatello","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ber-ghi_1","viewsari:cooccurrence","Co-occurrence of Bertoldo and Ghirlandajo, Domenico, Vol. 9, Para. 6","viewsari:bertoldo","viewsari:ghirlandajo-domenico","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ber-buo_1","viewsari:cooccurrence","Co-occurrence of Bertoldo and Buonarroti, Michelagnolo, Vol. 9, Para. 6","viewsari:bertoldo","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-ghi_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Ghirlandajo, Domenico, Vol. 9, Para. 6","viewsari:donato-donatello","viewsari:ghirlandajo-domenico","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-don_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Donato (Donatello), Vol. 9, Para. 200","viewsari:buonarroti-michelagnolo","viewsari:donato-donatello","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-tor_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Torrigiano, Vol. 9, Para. 8","viewsari:buonarroti-michelagnolo","viewsari:torrigiano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-vin_3","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Vinci, Leonardo da, Vol. 9, Para. 20","viewsari:buonarroti-michelagnolo","viewsari:vinci-leonardo-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-fra_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Francia, Francesco, Vol. 9, Para. 26","viewsari:buonarroti-michelagnolo","viewsari:francia-francesco","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_3","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Sanzio, Raffaello (Raffaello da Urbino), Vol. 9, Para. 28","viewsari:buonarroti-michelagnolo","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-urb_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Urbino, Bramante da, Vol. 9, Para. 28","viewsari:buonarroti-michelagnolo","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-urb_3","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Urbino, Bramante da, Vol. 9, Para. 285","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and San Gallo, Giuliano da, Vol. 9, Para. 30","viewsari:buonarroti-michelagnolo","viewsari:san-gallo-giuliano-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 323","viewsari:buonarroti-michelagnolo","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-sar_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Sarto, Andrea del (Andrea d' Agnolo), Vol. 9, Para. 44","viewsari:buonarroti-michelagnolo","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-buo_5","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Buonarroti, Michelagnolo, Vol. 9, Para. 53","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-cin_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Cinque, Battista del, Vol. 9, Para. 57","viewsari:buonarroti-michelagnolo","viewsari:cinque-battista-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-mon_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Montelupo, Raffaello da, Vol. 9, Para. 80","viewsari:buonarroti-michelagnolo","viewsari:montelupo-raffaello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-san_3","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and San Gallo, Antonio da (the younger), Vol. 9, Para. 74","viewsari:buonarroti-michelagnolo","viewsari:san-gallo-antonio-da-the-younger","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-urb_2","viewsari:cooccurrence","Co-occurrence of San Gallo, Antonio da (the younger) and Urbino, Bramante da, Vol. 9, Para. 74","viewsari:san-gallo-antonio-da-the-younger","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-por_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Porta, Fra Guglielmo della (Guglielmo Milanese), Vol. 9, Para. 337","viewsari:buonarroti-michelagnolo","viewsari:porta-fra-guglielmo-della-guglielmo-milanese","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_big-buo_1","viewsari:cooccurrence","Co-occurrence of Bigio, Nanni di Baccio (Giovanni di Baccio) and Buonarroti, Michelagnolo, Vol. 9, Para. 343","viewsari:bigio-nanni-di-baccio-giovanni-di-baccio","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_big-mon_1","viewsari:cooccurrence","Co-occurrence of Bigio, Nanni di Baccio (Giovanni di Baccio) and Montelupo, Raffaello da, Vol. 9, Para. 80","viewsari:bigio-nanni-di-baccio-giovanni-di-baccio","viewsari:montelupo-raffaello-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-tri_3","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Tribolo (Niccolò), Vol. 9, Para. 100","viewsari:buonarroti-michelagnolo","viewsari:tribolo-niccol","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-cal_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Calcagni, Tiberio, Vol. 9, Para. 143","viewsari:buonarroti-michelagnolo","viewsari:calcagni-tiberio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ric_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ricciarelli, Daniello (Daniello da Volterra), Vol. 9, Para. 144","viewsari:buonarroti-michelagnolo","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_big-ric_1","viewsari:cooccurrence","Co-occurrence of Bigio, Nanni di Baccio (Giovanni di Baccio) and Ricciarelli, Daniello (Daniello da Volterra), Vol. 9, Para. 144","viewsari:bigio-nanni-di-baccio-giovanni-di-baccio","viewsari:ricciarelli-daniello-daniello-da-volterra","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-lig_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ligorio, Pirro, Vol. 9, Para. 144","viewsari:buonarroti-michelagnolo","viewsari:ligorio-pirro","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ven_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Venusti, Marcello (Marcello Mantovano), Vol. 9, Para. 149","viewsari:buonarroti-michelagnolo","viewsari:venusti-marcello-marcello-mantovano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-con_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Condivi, Ascanio (Ascanio dalla Ripa Transone), Vol. 9, Para. 150","viewsari:buonarroti-michelagnolo","viewsari:condivi-ascanio-ascanio-dalla-ripa-transone","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-ghi_2","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Ghiberti, Lorenzo (Lorenzo di Bartoluccio Ghiberti, or Lorenzo di Cione Ghiberti), Vol. 9, Para. 154","viewsari:buonarroti-michelagnolo","viewsari:ghiberti-lorenzo-lorenzo-di-bartoluccio-ghiberti-or-lorenzo-di-cione-ghiberti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-men_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Menighella, Vol. 9, Para. 155","viewsari:buonarroti-michelagnolo","viewsari:menighella","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-top_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Topolino, Vol. 9, Para. 156","viewsari:buonarroti-michelagnolo","viewsari:topolino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-min_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Minga, Andrea del, Vol. 9, Para. 195","viewsari:buonarroti-michelagnolo","viewsari:minga-andrea-del","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-par_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Parrhasius, Vol. 9, Para. 200","viewsari:buonarroti-michelagnolo","viewsari:parrhasius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-gio_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Giotto, Vol. 9, Para. 200","viewsari:buonarroti-michelagnolo","viewsari:giotto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-mas_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Masaccio, Vol. 9, Para. 200","viewsari:buonarroti-michelagnolo","viewsari:masaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bru-buo_2","viewsari:cooccurrence","Co-occurrence of Brunelleschi, Filippo (Filippo di Ser Brunellesco) and Buonarroti, Michelagnolo, Vol. 9, Para. 200","viewsari:brunelleschi-filippo-filippo-di-ser-brunellesco","viewsari:buonarroti-michelagnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gio-par_1","viewsari:cooccurrence","Co-occurrence of Giotto and Parrhasius, Vol. 9, Para. 200","viewsari:giotto","viewsari:parrhasius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mas-par_1","viewsari:cooccurrence","Co-occurrence of Masaccio and Parrhasius, Vol. 9, Para. 200","viewsari:masaccio","viewsari:parrhasius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-par_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Parrhasius, Vol. 9, Para. 200","viewsari:donato-donatello","viewsari:parrhasius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bru-par_1","viewsari:cooccurrence","Co-occurrence of Brunelleschi, Filippo (Filippo di Ser Brunellesco) and Parrhasius, Vol. 9, Para. 200","viewsari:brunelleschi-filippo-filippo-di-ser-brunellesco","viewsari:parrhasius","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_gio-mas_1","viewsari:cooccurrence","Co-occurrence of Giotto and Masaccio, Vol. 9, Para. 200","viewsari:giotto","viewsari:masaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-gio_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Giotto, Vol. 9, Para. 200","viewsari:donato-donatello","viewsari:giotto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bru-gio_1","viewsari:cooccurrence","Co-occurrence of Brunelleschi, Filippo (Filippo di Ser Brunellesco) and Giotto, Vol. 9, Para. 200","viewsari:brunelleschi-filippo-filippo-di-ser-brunellesco","viewsari:giotto","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_don-mas_1","viewsari:cooccurrence","Co-occurrence of Donato (Donatello) and Masaccio, Vol. 9, Para. 200","viewsari:donato-donatello","viewsari:masaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bru-mas_2","viewsari:cooccurrence","Co-occurrence of Brunelleschi, Filippo (Filippo di Ser Brunellesco) and Masaccio, Vol. 9, Para. 200","viewsari:brunelleschi-filippo-filippo-di-ser-brunellesco","viewsari:masaccio","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bru-don_2","viewsari:cooccurrence","Co-occurrence of Brunelleschi, Filippo (Filippo di Ser Brunellesco) and Donato (Donatello), Vol. 9, Para. 200","viewsari:brunelleschi-filippo-filippo-di-ser-brunellesco","viewsari:donato-donatello","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pri-rom_1","viewsari:cooccurrence","Co-occurrence of Primaticcio, Francesco, Description of Works and Romano, Giulio (Giulio Pippi de' Giannuzzi), Vol. 9, Para. 229","viewsari:primaticcio-francesco-description-of-works","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_pri-ros_1","viewsari:cooccurrence","Co-occurrence of Primaticcio, Francesco, Description of Works and Rosso, Il (Giovan Battista de' Rossi), Vol. 9, Para. 230","viewsari:primaticcio-francesco-description-of-works","viewsari:rosso-il-giovan-battista-de-rossi","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fon-pri_1","viewsari:cooccurrence","Co-occurrence of Fontana, Prospero and Primaticcio, Francesco, Description of Works, Vol. 9, Para. 234","viewsari:fontana-prospero","viewsari:primaticcio-francesco-description-of-works","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cas-vec_1","viewsari:cooccurrence","Co-occurrence of Castelfranco, Giorgione da and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 254","viewsari:castelfranco-giorgione-da","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ber-vec_1","viewsari:cooccurrence","Co-occurrence of Bernardi, Giovanni (Giovanni da Castel Bolognese) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 254","viewsari:bernardi-giovanni-giovanni-da-castel-bolognese","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-vec_1","viewsari:cooccurrence","Co-occurrence of Sanzio, Raffaello (Raffaello da Urbino) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 254","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_cas-san_2","viewsari:cooccurrence","Co-occurrence of Castelfranco, Giorgione da and Sanzio, Raffaello (Raffaello da Urbino), Vol. 9, Para. 254","viewsari:castelfranco-giorgione-da","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_lic-vec_1","viewsari:cooccurrence","Co-occurrence of Licinio, Giovanni Antonio (Cuticello, or Pordenone) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 258","viewsari:licinio-giovanni-antonio-cuticello-or-pordenone","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_rom-vec_1","viewsari:cooccurrence","Co-occurrence of Romano, Giulio (Giulio Pippi de' Giannuzzi) and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 258","viewsari:romano-giulio-giulio-pippi-de-giannuzzi","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_buo-vec_1","viewsari:cooccurrence","Co-occurrence of Buonarroti, Michelagnolo and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 264","viewsari:buonarroti-michelagnolo","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ros-vec_1","viewsari:cooccurrence","Co-occurrence of Rosa, Cristofano and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 273","viewsari:rosa-cristofano","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bor-cas_1","viewsari:cooccurrence","Co-occurrence of Bordone, Paris and Castelfranco, Giorgione da, Vol. 9, Para. 276","viewsari:bordone-paris","viewsari:castelfranco-giorgione-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_bor-vec_1","viewsari:cooccurrence","Co-occurrence of Bordone, Paris and Vecelli, Tiziano (Tiziano da Cadore), Vol. 9, Para. 276","viewsari:bordone-paris","viewsari:vecelli-tiziano-tiziano-da-cadore","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_con-san_2","viewsari:cooccurrence","Co-occurrence of Contucci, Andrea (Andrea Sansovino) and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 283","viewsari:contucci-andrea-andrea-sansovino","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-sar_3","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Sarto, Andrea del (Andrea d' Agnolo), Vol. 9, Para. 284","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mon-san_1","viewsari:cooccurrence","Co-occurrence of Montelupo, Baccio da and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 284","viewsari:montelupo-baccio-da","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-ung_1","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Unghero, Nanni, Vol. 9, Para. 284","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:unghero-nanni","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mon-sar_1","viewsari:cooccurrence","Co-occurrence of Montelupo, Baccio da and Sarto, Andrea del (Andrea d' Agnolo), Vol. 9, Para. 284","viewsari:montelupo-baccio-da","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sar-ung_2","viewsari:cooccurrence","Co-occurrence of Sarto, Andrea del (Andrea d' Agnolo) and Unghero, Nanni, Vol. 9, Para. 284","viewsari:sarto-andrea-del-andrea-d-agnolo","viewsari:unghero-nanni","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_mon-ung_1","viewsari:cooccurrence","Co-occurrence of Montelupo, Baccio da and Unghero, Nanni, Vol. 9, Para. 284","viewsari:montelupo-baccio-da","viewsari:unghero-nanni","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-san_1","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Sanzio, Raffaello (Raffaello da Urbino), Vol. 9, Para. 285","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:sanzio-raffaello-raffaello-da-urbino","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-urb_1","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Urbino, Bramante da, Vol. 9, Para. 286","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_per-san_1","viewsari:cooccurrence","Co-occurrence of Perugino, Pietro (Pietro Vannucci, or Pietro da Castel della Pieve) and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 286","viewsari:perugino-pietro-pietro-vannucci-or-pietro-da-castel-della-pieve","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-san_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 286","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_ban-urb_1","viewsari:cooccurrence","Co-occurrence of Bandinelli, Baccio (Baccio de' Brandini) and Urbino, Bramante da, Vol. 9, Para. 286","viewsari:bandinelli-baccio-baccio-de-brandini","viewsari:urbino-bramante-da","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_fab-san_1","viewsari:cooccurrence","Co-occurrence of Fabbro, Pippo del and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 287","viewsari:fabbro-pippo-del","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_san-ser_1","viewsari:cooccurrence","Co-occurrence of Sansovino, Jacopo (Jacopo Tatti) and Serlio, Sebastiano, Vol. 9, Para. 291","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:serlio-sebastiano","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_lom-san_1","viewsari:cooccurrence","Co-occurrence of Lombardo, Girolamo (Girolamo Ferrarese) and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 298","viewsari:lombardo-girolamo-girolamo-ferrarese","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
"viewsari:cooccurrence_sal-san_1","viewsari:cooccurrence","Co-occurrence of Salò, Pietro da and Sansovino, Jacopo (Jacopo Tatti), Vol. 9, Para. 301","viewsari:sal-pietro-da","viewsari:sansovino-jacopo-jacopo-tatti","viewsari:cooccurrence_extraction_run_1"
